"Número de serie","Planta","Número de artículo","Estado","Estado Molde","Captura","Vueltas MTO","peso masa","Peso resina cargada","Altura de pestaña molde","Creado","Modificado","Comentarios","Usuario activo","Vueltas","Vueltas desmanchado","Vueltas reparacion","Vueltas totales","Acabado","Tipo de molde","Aplicación modificada por","Creado por","Modificado por","modificadoDesde","Masa ADM"
"1209-01","MS","MOLDE PISO DUCHA 115X70","No disponible","Baja","Verdadero","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,,,,"0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1201-3","MS","MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","No disponible","Baja","Verdadero","28","7.2",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1208-01","MS","MOLDE COCINA MURANO 210X60 BRILLANTE","No disponible","Baja","False","28","0.7",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,,,,,"Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1201-03","MS","MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","No disponible","Baja","Verdadero","28","7.2",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1204-04","MS","MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","Disponible","Activo","False","28","7.2",,"40.00","4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"2","0","0","23","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1199-01","MS","MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","No disponible","Baja","Verdadero","28","7.2",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"7","6","0","2","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1200-02","MS","MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","No disponible","Baja","Verdadero","28","7.2",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"1","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00835","MS","MOLDE TAPA REGISTRO 30X30 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00836","MS","MOLDE TAPA REGISTRO 30X30 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1193-01","MS","MOLDE LAVAMANOS PARMA 79X48 BRILLANTE","No disponible","Baja","Verdadero","28","8.1",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,,,,"0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1233-2","MS","MOLDE LAVAMANOS VENECIA 63X48 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00826","MS","MOLDE TAPA REGISTRO 30X30 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00827","MS","MOLDE TAPA REGISTRO 30X30 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:54 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"222-05","MS","MOLDE MESON LAVAMANOS OASIS 63X48 SOFT MATE","Disponible","Activo","False","36","6",,"17.00","9/11/2024 4:04 PM","2/19/2026 3:52 PM",,,"13","0","0","43","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"223-01","MS","MOLDE LAVAMANOS MECA VESSEL 35X35 BRILLANTE","Disponible","Activo","Verdadero","36","4",,"72.00","8/6/2024 11:23 AM","2/19/2026 3:52 PM",,,"9","0","0","46","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"222-02","MS","MOLDE MESON LAVAMANOS OASIS 63X48 BRILLANTE","Disponible","Activo","False","36","6",,"17.00","7/11/2024 5:54 PM","2/19/2026 3:52 PM",,,"27","0","0","113","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0106-17","MS","MOLDE LAVARROPAS ECO 60X60","No disponible","En reparación","Verdadero","36","12.3",,"45.00","5/5/2022 11:37 AM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","950","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1190-03","MS","MOLDE LAVARROPAS ECO 70X60","Disponible","Activo","False","36","13.2",,"40.00","4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","605","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00876","MS","MOLDE CAJA GRIFO NEVERA MATE","No disponible","Baja","False","36","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0107-15","MS","MOLDE LAVARROPAS ECO 80X60","No disponible","En reparación","Verdadero","36","16.2",,"30.00","4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0104-04","MS","MOLDE LAVARROPAS ECO 48X60","No disponible","En reparación","Verdadero","36","8.5",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","765","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00080","MS","MOLDE LAVARROPAS 60X51 MATE","No disponible","Baja","False","36","6.9",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0104-10","MS","MOLDE LAVARROPAS ECO 48X60","No disponible","En reparación","Verdadero","36","8.5",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","729","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1155-03","MS","MOLDE LAVARROPAS 50X50 MATE","No disponible","Baja","Verdadero","36","9.9",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM","se desactiva porque es brillante",,"0","0","0","50","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1299-01","MS","MOLDE LAVARROPAS 60X51 MATE","No disponible","Baja","False","36","6.9",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00753","MS","MOLDE LAVARROPAS 50X50 MATE","No disponible","Baja","Verdadero","36","9.9",,"19.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","12","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00782","MS","MOLDE LAVARROPAS 50X50 MATE","No disponible","Baja","Verdadero","36","9.9",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","18","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1233-02","MS","MOLDE LAVAMANOS VENECIA 63X48 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1237-03","MS","MOLDE CAJA GAS MULTIPLE 53X15 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1175-01","MS","MOLDE LAVAMANOS VENECIA 63X48 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00890","MS","MOLDE CAJA GAS MULTIPLE 53X15 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1236-02","MS","MOLDE CAJA GAS MULTIPLE 53X15 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00014","MS","MOLDE CAJA LLAVE GAS 17X17 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01016","MS","MOLDE CAJA LLAVE GAS 17X17 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01001","MS","MOLDE CAJA LLAVE GAS 17X17 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00865","MS","MOLDE CAJA GRIFO NEVERA BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00875","MS","MOLDE CAJA GRIFO NEVERA BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00887","MS","MOLDE CAJA GRIFO NEVERA BRILLANTE","No disponible","Baja","Verdadero","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01011","MS","MOLDE CAJA LLAVE GAS 17X17 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00882","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","Verdadero","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00866","MS","MOLDE CAJA GRIFO NEVERA BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00871","MS","MOLDE CAJA GRIFO NEVERA BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00897","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00874","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00877","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00156","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00859","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00864","MS","MOLDE CAJA GRIFO LAVADORA 30X21 BRILLANTE","No disponible","Baja","False","28","0.8",,,"4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01146","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM","Desmanchado",,"0","0","0","445","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01057","MS","MOLDE LAVATRAPEROS ECO 30X30","Disponible","Activo","False","28","3.2",,"29.00","4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"10","30","0","30","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01058","MS","MOLDE LAVATRAPEROS ECO 30X30","Disponible","Activo","False","28","3.2",,"11.00","4/26/2021 2:26 PM","2/19/2026 3:51 PM",,,"0","0","0","29","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01145","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","402","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01142","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","341","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01143","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01144","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","415","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1204-02","MS","MOLDE LAVATRAPEROS 46X46 BRILLANTE","Disponible","Activo","False","28","7.1",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"3","0","0","733","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01074","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"6","6","0","6","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1205-03","MS","MOLDE LAVATRAPEROS 46X46 BRILLANTE","Disponible","Activo","False","28","7.1",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"22","0","0","457","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1203-01","MS","MOLDE LAVATRAPEROS 46X46 BRILLANTE","No disponible","Baja","Verdadero","28","7.1",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","673","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"00487","MS","MOLDE LAVARROPAS 60X51 BRILLANTE","No disponible","Baja","False","28","6.9",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00740","MS","MOLDE LAVATRAPEROS 46X46 BRILLANTE","No disponible","Baja","False","28","7.1",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00536","MS","MOLDE LAVATRAPEROS 46X46 BRILLANTE","No disponible","Baja","False","28","7.1",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00898","MS","MOLDE LAVARROPAS ECO 46X51","No disponible","En reparación","Verdadero","28","6.7",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","445","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0091-02","MS","MOLDE LAVARROPAS 46X51 BRILLANTE","No disponible","Baja","Verdadero","28","6.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00486","MS","MOLDE LAVARROPAS 60X51 BRILLANTE","No disponible","Baja","False","28","6.9",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00899","MS","MOLDE LAVARROPAS ECO 46X51","No disponible","En reparación","Verdadero","28","6.7",,"15.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","508","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0091-01","MS","MOLDE LAVARROPAS 46X51 BRILLANTE","No disponible","Baja","Verdadero","28","6.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"2","0","0","2","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00720","MS","MOLDE LAVARROPAS 46X51 BRILLANTE","No disponible","Baja","False","28","6.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00188","MS","MOLDE LAVARROPAS 46X51 BRILLANTE","No disponible","Baja","False","28","6.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00896","MS","MOLDE LAVARROPAS ECO 46X51","No disponible","Baja","False","28","6.7",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"18","0","0","554","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"00189","MS","MOLDE LAVARROPAS 46X51 BRILLANTE","No disponible","Baja","False","28","6.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00117","MS","MOLDE LAVARROPAS 46X51 BRILLANTE","No disponible","Baja","False","28","6.7",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01054","MS","MOLDE LAVARROPAS CONSTRU 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","6.4",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","914","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01055","MS","MOLDE LAVARROPAS CONSTRU 60X60 BRILLANTE","Disponible","Activo","Verdadero","28","6.4",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"7","0","0","881","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01056","MS","MOLDE LAVARROPAS CONSTRU 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","6.4",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","749","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00933","MS","MOLDE LAVARROPAS CONSTRU 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","6.4",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00931","MS","MOLDE LAVARROPAS CONSTRU 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","6.4",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"13","38","0","320","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00950","MS","MOLDE LAVARROPAS CONSTRU 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","6.4",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","850","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0089-10","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","406","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0089-11","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"16","16","0","378","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0089-04","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"7","7","0","385","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0089-09","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","False","28","6.2",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"16","0","0","390","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0089-08","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","439","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0089-07","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","233","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0089-06","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","505","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0089-05","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1241-7","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1249-8","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1185-04","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"1","10","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1242","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1178","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1183-01","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1184-02","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1187-03","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1179","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00801","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00792","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00795","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","No disponible","Baja","Verdadero","28","6.2",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"08001","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00800","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
