"Número de serie","Planta","Número de artículo","Estado","Estado Molde","Captura","Vueltas MTO","peso masa","Peso resina cargada","Altura de pestaña molde","Creado","Modificado","Comentarios","Usuario activo","Vueltas","Vueltas desmanchado","Vueltas reparacion","Vueltas totales","Acabado","Tipo de molde","Aplicación modificada por","Creado por","Modificado por","modificadoDesde","Masa ADM"
"1301-02","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1302-04","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,"52.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"15","36","0","262","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1304-01","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,"52.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"1","1","0","164","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1303-03","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","317","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0088-05","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","No disponible","Baja","Verdadero","28","24",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"5","5","0","89","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1266-05","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","615","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1267-06","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"35.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","561","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1270-09","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","False","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1264-03","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","800","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1265-04","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"35.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","605","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1262-01","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"52.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM","Desmanchado",,"0","0","0","552","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1263-02","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"60.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","699","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01132","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1268-07","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:51 PM",,,"0","0","0","612","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01130","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01131","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01129","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01080","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01128","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01079","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01081","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01078","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:51 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01077","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","No disponible","Baja","Verdadero","28","19",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01127","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01141","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01139","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0081-04","MS","MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","No disponible","Baja","False","28","8.5",,"32.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM","ignorar historial",,"11","27","0","28","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01125","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01137","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1099","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01083","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01084","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01099","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1082","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1234-13","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1099-08","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1086","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1126","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1085","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","False","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-04","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"15.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","870","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-06","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM","Desmanchado",,"24","0","0","1,117","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0086-03","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"10","35","0","672","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-02","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","777","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"0086-08","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","999","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"0086-10","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"4","4","0","770","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-05","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"3","12","0","1","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-07","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"3","3","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-09","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","1,131","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0086-11","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"7","7","0","6","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0086-01","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","No disponible","Baja","Verdadero","28","13.4",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"3","3","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0085-05","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","En reparación","Verdadero","28","7.7",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","495","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0085-03","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","536","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"0085-01","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","638","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"0085-02","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","En reparación","Verdadero","28","7.7",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","534","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"0085-04","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","876","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1108-8","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","652","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1106","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"1","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1107","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"44.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","521","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"001140","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"12","25","0","29","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1215-15","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"20.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"2","0","0","579","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1216-16","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"52.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","554","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1217-17","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","896","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1105","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"40.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","610","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"1151-13","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"50.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"13","13","0","499","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"1214-14","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","En reparación","Verdadero","28","7.7",,"55.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","469","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"01138","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01140","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","False","28","7.7",,"44.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"18","0","0","415","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1140-12","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"30.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","129","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01097","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,"25.00","4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","546","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01134","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01136","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01094","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"2","1","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01095","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"01096","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","No disponible","Baja","Verdadero","28","7.7",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00815","MS","MOLDE REPISA LAVAMANOS 63X20 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00830","MS","MOLDE REPISA LAVAMANOS 63X20 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00846","MS","MOLDE REPISA LAVAMANOS 63X20 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00856","MS","MOLDE REPISA LAVAMANOS 63X20 BRILLANTE","No disponible","Baja","False","28","0.9",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global",,
"00814","MS","MOLDE REPISA LAVAMANOS 48X20 BRILLANTE","No disponible","Baja","Verdadero","28","0.9",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
"00828","MS","MOLDE REPISA LAVAMANOS 48X20 BRILLANTE","No disponible","Baja","Verdadero","28","0.9",,,"4/26/2021 2:25 PM","2/19/2026 3:44 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","sharepoint",
