"Título","CODIGO MOLDE","DEFECTOS A REPARAR","FECHA ENTRADA","FECHA ESPERADA","FECHA ENTREGA","ESTADO","OBSERVACIONES","Usuario","Recibido","Prioridad","H altura de pestaña","Created","Responsable","Tipo de reparacion","Tipo","ID","espesor_pestana","espesor_bowl","espesor_fondo","espesor_parte_plana","espesor_angulos","espesor_radios","Modified","Created By","Modified By"
"MOLDE LAVAMANOS ECO 40X30","202-01","Desmanchado, ","1/30/2026","1/30/2026","1/30/2026","Entregado",,"Lina Osorio",,"19,227","20.00","1/30/2026 9:00 AM","Lina Osorio","Rapida","Molde","40065","0","0","0","0","0","0","1/30/2026 9:01 AM","Mantenimiento","Mantenimiento"
"MOLDE PLAQUITA PARA LVM GENOVA 63X48","218-02","Destruir molde, , ","1/30/2026","2/19/2026","2/16/2026","Destruido","Pendiente para destruir ","Sonia Helena  Puerta puerta",,"19,227","10.00","1/30/2026 9:22 AM","Yurany Andrea Ortiz Torres","Especial","Molde","40066",,,,,,,"2/16/2026 10:11 AM","Mantenimiento","Mantenimiento"
"MOLDE PLAQUITA PARA LVM GENOVA 63X48","218-01","Destruir molde, ","1/30/2026","2/19/2026","2/16/2026","Destruido","Pendiente para destruir ","Sonia Helena  Puerta puerta",,"19,228","50.00","1/30/2026 9:28 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40067",,,,,,,"2/16/2026 10:13 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-42","Molde con Acumulación de cera, Molde Despicado, ","1/30/2026","1/30/2026","1/30/2026","Entregado",,"Lina Osorio",,"19,229","40.00","1/30/2026 9:36 AM","Lina Osorio","Rapida","Molde","40068","0","0","0","0","0","0","1/30/2026 12:59 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-74","Molde Nuevo, , , , ","1/30/2026","2/27/2026","2/20/2026","Entregado","

Se le coloca flanche grande ","Brian Stiven Sánchez Hernández",,"19,230","32.50","1/30/2026 9:44 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40069","9","8","9.5","7.5","0","7","2/20/2026 1:53 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAPLATOS KOA 63X51 1 BOWL","0197-09","Desmanchado, ","1/30/2026","1/30/2026","1/30/2026","Entregado",,"Lina Osorio",,"19,231","16.00","1/30/2026 10:50 AM","Lina Osorio","Rapida","Molde","40070","0","0","0","0","0","0","1/30/2026 10:51 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","00900","Molde Despicado, ","1/30/2026","1/30/2026","1/30/2026","Entregado",,"Lina Osorio",,"19,232","50.00","1/30/2026 10:51 AM","Lina Osorio","Rapida","Molde","40071","0","0","0","0","0","0","1/30/2026 3:23 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","0088-08","Reparación de flauta, ","1/30/2026","2/6/2026","2/4/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,233","35.00","1/30/2026 11:41 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40072","0","0","0","0","0","0","2/4/2026 6:29 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-20","Desmanchado, ","1/30/2026","1/30/2026","1/30/2026","Entregado",,"Lina Osorio",,"19,234","60.00","1/30/2026 12:09 PM","Lina Osorio","Rapida","Molde","40073","0","0","0","0","0","0","1/30/2026 12:13 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 63X48","0193-08","Molde Rayado, ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,234","45.00","1/30/2026 12:14 PM","Lina Osorio","Rapida","Molde","40074","0","0","0","0","0","0","1/31/2026 10:21 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-07","Molde Rayado, , ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,235","38.00","1/30/2026 1:01 PM","Lina Osorio","Rapida","Molde","40075","0","0","0","0","0","0","1/31/2026 11:11 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","1269-08","Molde Despicado, Molde con poros, ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,236","40.00","1/30/2026 1:02 PM","Lina Osorio","Rapida","Molde","40076","0","0","0","0","0","0","1/31/2026 11:15 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-71","Molde Rayado, ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,237","45.00","1/30/2026 1:04 PM","Lina Osorio","Rapida","Molde","40077","0","0","0","0","0","0","1/31/2026 10:24 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-48","Molde con poros, ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,238","20.00","1/30/2026 1:06 PM","Lina Osorio","Rapida","Molde","40078","0","0","0","0","0","0","1/31/2026 10:24 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE PERF CUBIERTA","216-11","Desmanchado, ","1/30/2026","1/31/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","15.00","1/30/2026 1:17 PM","Lina Osorio","Rapida",,"40080","0","0","0","0","0","0","2/2/2026 7:25 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-18","Desmanchado, ","1/30/2026","1/31/2026","1/30/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/30/2026 1:18 PM","Lina Osorio","Rapida",,"40082","0","0","0","0","0","0","1/30/2026 2:12 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 94X48","0196-05","Desmanchado, ","1/30/2026","1/31/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/30/2026 1:25 PM","Lina Osorio","Rapida",,"40084","0","0","0","0","0","0","2/2/2026 10:36 AM","Administrador Global","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-20","Molde Despicado, Molde Fisurado, ","1/30/2026","1/31/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,239","30.00","1/30/2026 2:15 PM","Lina Osorio","Rapida","Molde","40085","0","0","0","0","0","0","2/2/2026 12:23 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-04","Molde Rayado, ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,240","38.00","1/30/2026 2:16 PM","Lina Osorio","Rapida","Molde","40086","0","0","0","0","0","0","1/31/2026 10:22 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-02","Molde Rayado, Molde Tallado, ","1/30/2026","1/31/2026","1/31/2026","Entregado",,"Lina Osorio",,"19,242","25.00","1/30/2026 2:18 PM","Lina Osorio","Rapida","Molde","40088","0","0","0","0","0","0","1/31/2026 10:59 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-08","Molde Rayado, Molde Tallado, ","1/30/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,243","30.00","1/30/2026 2:23 PM","Lina Osorio","Rapida","Molde","40089","0","0","0","0","0","0","2/2/2026 8:30 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-06","Molde Rayado, ","1/30/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,244","44.50","1/30/2026 2:25 PM","Lina Osorio","Rapida","Molde","40090","0","0","0","0","0","0","2/2/2026 7:56 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 150X60 V.2 SIN PERF","210-08","Molde Rayado, ","1/30/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,245","45.00","1/30/2026 2:27 PM","Lina Osorio","Rapida","Molde","40091","0","0","0","0","0","0","2/2/2026 9:05 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-11","Desmanchado, ","1/30/2026","1/31/2026","1/31/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/30/2026 6:04 PM","Lina Osorio","Rapida",,"40092","0","0","0","0","0","0","1/31/2026 8:51 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-18","Desmanchado, ","1/30/2026","1/31/2026","1/31/2026","Entregado","Reportado desde app nueva",,,"1","60.00","1/30/2026 6:18 PM","Lina Osorio","Rapida",,"40093","0","0","0","0","0","0","1/31/2026 6:20 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-18","Desmanchado, ","1/31/2026","2/1/2026","1/31/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/31/2026 8:03 AM","Lina Osorio","Rapida",,"40094","0","0","0","0","0","0","1/31/2026 11:20 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 48X43","205-10","Desmanchado, ","1/31/2026","2/1/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/31/2026 9:28 AM","Lina Osorio","Rapida",,"40101","0","0","0","0","0","0","2/2/2026 6:32 AM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-07","Molde Rayado, Molde Tallado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,246","44.50","1/31/2026 12:28 PM","Lina Osorio","Rapida","Molde","40105","0","0","0","0","0","0","2/2/2026 7:56 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-51","Molde Despicado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,247","43.00","1/31/2026 12:32 PM","Lina Osorio","Rapida","Molde","40106","0","0","0","0","0","0","2/2/2026 10:56 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-37","Molde Despicado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,248","40.00","1/31/2026 12:33 PM","Lina Osorio","Rapida","Molde","40107","0","0","0","0","0","0","2/2/2026 12:21 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-40","Molde Despicado, Molde Rayado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,249","40.00","1/31/2026 12:35 PM","Lina Osorio","Rapida","Molde","40108","0","0","0","0","0","0","2/2/2026 12:22 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-63","Molde Despicado, Molde Rayado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,250","30.00","1/31/2026 12:37 PM","Lina Osorio","Rapida","Molde","40109","0","0","0","0","0","0","2/2/2026 12:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-09","Molde Fisurado, Molde Rayado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,251","77.00","1/31/2026 12:38 PM","Lina Osorio","Rapida","Molde","40110","0","0","0","0","0","0","2/2/2026 3:01 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-15","Desmanchado, , , , , ","1/31/2026","2/1/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/31/2026 12:39 PM","Lina Osorio","Rapida",,"40111","0","0","0","0","0","0","2/2/2026 9:06 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-25","Molde Rayado, ","1/31/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,252","50.00","1/31/2026 12:41 PM","Lina Osorio","Rapida","Molde","40112","0","0","0","0","0","0","2/2/2026 10:57 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-03","Desmanchado, ","1/31/2026","2/1/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/31/2026 2:26 PM","Lina Osorio","Rapida",,"40113","0","0","0","0","0","0","2/2/2026 6:34 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-53","Molde Despicado, Molde mate con brillo, ","2/2/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,253","10.00","2/2/2026 6:34 AM","Lina Osorio","Rapida","Molde","40114","0","0","0","0","0","0","2/2/2026 10:58 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01153","Desmanchado, ","2/2/2026","2/3/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/2/2026 6:36 AM","Lina Osorio","Rapida",,"40115","0","0","0","0","0","0","2/2/2026 10:10 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-18","Desmanchado, ","2/2/2026","2/3/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/2/2026 6:37 AM","Lina Osorio","Rapida",,"40116","0","0","0","0","0","0","2/2/2026 7:37 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-11","Molde Rayado, Molde con poros, ","2/2/2026","2/3/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,254","770.00","2/2/2026 6:43 AM","Lina Osorio","Rapida","Molde","40117","0","0","0","0","0","0","2/2/2026 3:02 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-18","Molde Rayado, Molde Despicado, , ","2/2/2026","2/4/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,255","50.00","2/2/2026 6:44 AM","Lina Osorio","Rapida","Molde","40118","0","0","0","0","0","0","2/3/2026 1:19 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-67","Molde Despicado, Molde Rayado, , ","2/2/2026","2/3/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,256","45.00","2/2/2026 6:45 AM","Lina Osorio","Rapida","Molde","40119","0","0","0","0","0","0","2/2/2026 2:19 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-06","Molde Fisurado, Molde Rayado, , ","2/2/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,257","77.00","2/2/2026 6:46 AM","Lina Osorio","Rapida","Molde","40120","0","0","0","0","0","0","2/4/2026 2:54 PM","Mantenimiento","Mantenimiento"
"MOLDE PLAQUITA PARA LVM GENOVA 63X48","218-04","Molde Tallado, Molde Rayado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,258","10.00","2/2/2026 6:47 AM","Lina Osorio","Rapida","Molde","40121","0","0","0","0","0","0","2/3/2026 11:05 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-09","Molde Despicado, Molde Fisurado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,259","30.00","2/2/2026 6:48 AM","Lina Osorio","Rapida","Molde","40122","0","0","0","0","0","0","2/3/2026 3:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-37","Molde Despicado, Molde Rayado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,260","45.00","2/2/2026 6:51 AM","Lina Osorio","Rapida","Molde","40123","0","0","0","0","0","0","2/3/2026 1:32 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-13","Desmanchado, , ","2/2/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,261","35.00","2/2/2026 7:35 AM","Lina Osorio","Rapida","Molde","40124","0","0","0","0","0","0","2/2/2026 7:36 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 124X48","0185-03","Molde Rayado, Molde Tallado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,261","20.00","2/2/2026 8:16 AM","Lina Osorio","Rapida","Molde","40125","0","0","0","0","0","0","2/3/2026 3:05 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-15","Molde Despicado, Molde Fisurado, ","2/2/2026","2/3/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,262","30.00","2/2/2026 8:16 AM","Lina Osorio","Rapida","Molde","40126","0","0","0","0","0","0","2/2/2026 3:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-10","Molde Rayado, Molde Despicado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,263","77.00","2/2/2026 8:17 AM","Lina Osorio","Rapida","Molde","40127","0","0","0","0","0","0","2/3/2026 3:10 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-44","Molde Despicado, Molde Fisurado, ","2/2/2026","2/4/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,264","30.00","2/2/2026 8:19 AM","Lina Osorio","Rapida","Molde","40128","0","0","0","0","0","0","2/3/2026 9:52 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-51","Desmanchado, ","2/2/2026","2/3/2026","2/2/2026","Entregado","Reportado desde app nueva",,,"1","20.00","2/2/2026 9:37 AM","Lina Osorio","Rapida",,"40130","0","0","0","0","0","0","2/2/2026 11:37 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-66","Desmanchado, ","2/2/2026","2/3/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","60.00","2/2/2026 9:41 AM","Lina Osorio","Rapida",,"40131","0","0","0","0","0","0","2/3/2026 12:22 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-32",", Molde Despicado, Molde Fisurado, , ","2/2/2026","2/3/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/2/2026 11:06 AM","Lina Osorio","Rapida",,"40132","0","0","0","0","0","0","2/3/2026 8:45 AM","Administrador Global","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE PERF CUBIERTA","216-03","Reparación / cambio de pines, ","2/2/2026","2/6/2026","2/2/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,265","60.00","2/2/2026 11:51 AM","Yurany Andrea Ortiz Torres","Especial","Molde","40133","0","0","0","0","0","0","2/2/2026 1:28 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-13","Modificación al contramolde, , ","2/2/2026","2/5/2026","2/2/2026","Entregado","Espesor delgado ","Sonia Helena  Puerta puerta",,"19,266","44.50","2/2/2026 12:07 PM","Yurany Andrea Ortiz Torres","Especial","Molde","40134","0","0","0","0","0","0","2/2/2026 3:17 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-14","Modificación al molde, , , ","2/2/2026","2/9/2026","2/24/2026","Entregado","Modificación cubierta haceb crista

Se atraso por motivo q la persona que lo estaba haciendo le está trabajando al modelo ibiza #2","Sonia Helena  Puerta puerta",,"19,267","44.50","2/2/2026 12:10 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40135","0","0","0","0","0","0","2/24/2026 9:19 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-42","Modificación al contramolde, , ","2/2/2026","2/4/2026","2/2/2026","Entregado","Se le organiza la maja ","Sonia Helena  Puerta puerta",,"19,268","40.00","2/2/2026 12:24 PM","Yurany Andrea Ortiz Torres","Especial","Molde","40136","0","0","0","0","0","0","2/3/2026 6:31 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-42","Molde mate con brillo, ","2/2/2026","2/2/2026","2/2/2026","Entregado",,"Lina Osorio",,"19,268","40.00","2/2/2026 12:40 PM","Lina Osorio","Rapida","Molde","40137","0","0","0","0","0","0","2/2/2026 2:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-11","Molde Rayado, Molde Despicado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,269","30.00","2/2/2026 12:41 PM","Lina Osorio","Rapida","Molde","40138","0","0","0","0","0","0","2/3/2026 3:07 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAPLATOS KOA 63X51 1 BOWL","0197-10","Molde Rayado, Molde Tallado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,270","25.00","2/2/2026 12:42 PM","Lina Osorio","Rapida","Molde","40139","0","0","0","0","0","0","2/3/2026 9:42 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-12","Molde Rayado, Molde Tallado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,271","30.00","2/2/2026 12:43 PM","Lina Osorio","Rapida","Molde","40140","0","0","0","0","0","0","2/3/2026 9:41 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-21","Molde Despicado, Molde con poros, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,272","40.00","2/2/2026 12:43 PM","Lina Osorio","Rapida","Molde","40141","0","0","0","0","0","0","2/3/2026 8:47 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-23","Molde Fisurado, Molde Despicado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,273","20.00","2/2/2026 12:44 PM","Lina Osorio","Rapida","Molde","40142","0","0","0","0","0","0","2/3/2026 1:16 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-72","Molde Rayado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,274","45.00","2/2/2026 12:45 PM","Lina Osorio","Rapida","Molde","40143","0","0","0","0","0","0","2/3/2026 9:52 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-33","Molde mate con brillo, Conta molde con Acumulación de cera, Contramolde reventado, Exceso de masa en el Contramolde, ","2/2/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,275","45.00","2/2/2026 12:46 PM","Lina Osorio","Rapida","Molde","40144","0","0","3","0","0","0","2/4/2026 2:52 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-15","Molde Despicado, Molde Rayado, ","2/2/2026","2/4/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,276","50.00","2/2/2026 12:47 PM","Lina Osorio","Rapida","Molde","40145","0","0","0","0","0","0","2/5/2026 8:19 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-18","Molde Despicado, Molde Fisurado, ","2/2/2026","2/3/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,277","30.00","2/2/2026 12:50 PM","Lina Osorio","Rapida","Molde","40146","0","0","0","0","0","0","2/3/2026 1:17 PM","Mantenimiento","Mantenimiento"
"MODELO MESON COCINA 150X60 V.2 - PERF-CUB",,"Brrillado molde, Modificación de modelo, Molde con poros, Molde Rayado, , , , ","1/22/2026","2/3/2026","2/5/2026","Entregado","SE DA INICIO A LA REPARACIÓN DE MODELOS Ya QUE SE SOLICITARON 4 MOLDES DE MESON 150X60 CON PERF CUBIERTA MOD PARA HACEB CRISTAL","Sara María Aguilar Sierra",,"19,276","40.00","2/2/2026 12:50 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40147","0","0","0","0","0","0","2/5/2026 8:15 AM","Sara María Aguilar Sierra","Mantenimiento"
"MOLDE LAVARROPAS PRO 60X60","0172-03","Molde Despicado, Molde Rayado, Conta molde con Acumulación de cera, Contramolde reventado, ","2/2/2026","2/4/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,278","50.00","2/2/2026 12:52 PM","Lina Osorio","Rapida","Molde","40148","0","0","0","0","0","0","2/3/2026 10:06 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-18","Molde Despicado, Cambio de contramolde, Contramolde reventado, Contramolde fisurado, Exceso de masa en el Contramolde, ","2/2/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,279","45.00","2/2/2026 12:53 PM","Lina Osorio","Rapida","Molde","40149","0","0","0","0","0","0","2/4/2026 11:37 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-21","Molde Despicado, Molde Fisurado, ","2/2/2026","2/3/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","39.00","2/2/2026 1:03 PM","Lina Osorio","Rapida",,"40150","0","0","0","0","0","0","2/3/2026 10:30 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-12"," Molde Rayado, ","2/2/2026","2/3/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/2/2026 2:09 PM","Lina Osorio","Rapida",,"40151","0","0","0","0","0","0","2/4/2026 8:38 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-16","Desmanchado, ","2/2/2026","2/3/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","28.00","2/2/2026 2:10 PM","Lina Osorio","Rapida",,"40155","0","0","0","0","0","0","2/3/2026 12:20 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-56","Desmanchado, ","2/2/2026","2/3/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/2/2026 2:15 PM","Lina Osorio","Rapida",,"40156","0","0","0","0","0","0","2/3/2026 11:36 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 48X43","205-01","Molde Rayado, ","2/2/2026","2/3/2026","2/3/2026","Entregado","Molde con fogueo en las pestañas ","Lina Osorio",,"19,280","44.00","2/2/2026 3:05 PM","Lina Osorio","Rapida","Molde","40157","0","0","0","0","0","0","2/3/2026 1:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-59","Desmanchado, ","2/2/2026","2/3/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/2/2026 3:39 PM","Lina Osorio","Rapida",,"40158","0","0","0","0","0","0","2/4/2026 7:00 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-49","o, Molde con poros, ","2/3/2026","2/4/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 6:20 AM","Lina Osorio","Rapida",,"40159","0","0","0","0","0","0","2/4/2026 9:58 AM","Administrador Global","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","1160-10","Molde Rayado, Molde Tallado, ","2/2/2026","2/4/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,281","10.00","2/3/2026 6:46 AM","Lina Osorio","Rapida","Molde","40160","0","0","0","0","0","0","2/3/2026 1:18 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-06","Molde Tallado, Molde Rayado, ","2/3/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,282","40.00","2/3/2026 6:51 AM","Lina Osorio","Rapida","Molde","40161","0","0","0","0","0","0","2/4/2026 11:34 AM","Mantenimiento","Mantenimiento"
