"Título","CODIGO MOLDE","DEFECTOS A REPARAR","FECHA ENTRADA","FECHA ESPERADA","FECHA ENTREGA","ESTADO","OBSERVACIONES","Usuario","Recibido","Prioridad","H altura de pestaña","Created","Responsable","Tipo de reparacion","Tipo","ID","espesor_pestana","espesor_bowl","espesor_fondo","espesor_parte_plana","espesor_angulos","espesor_radios","Modified","Created By","Modified By"
"MOLDE LAVAMANOS OSLO 79X48","0190-18","Molde Despicado, Molde Tallado, ","3/6/2026","3/9/2026","3/9/2026","Entregado",,"Lina Osorio",,"19,783","770.00","3/6/2026 1:11 PM","Lina Osorio","Rapida","Molde","41214","0","0","0","0","0","0","3/9/2026 9:40 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-11","Molde Despicado, Molde Rayado, Molde con poros, ","3/6/2026","3/9/2026","3/9/2026","Entregado",,"Lina Osorio",,"19,784","77.00","3/6/2026 1:12 PM","Lina Osorio","Rapida","Molde","41215","0","0","0","0","0","0","3/9/2026 7:54 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS PRO 46X36","0178-03","Molde Despicado, Molde Rayado, , ","3/6/2026","3/9/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,785","40.00","3/6/2026 1:14 PM","Lina Osorio","Rapida","Molde","41216","0","0","0","0","0","0","3/10/2026 10:46 AM","Mantenimiento","Mantenimiento"
"MOLDE PLAQUITA PARA LVM GENOVA 94X48","0195-04","Molde Despicado, Molde Rayado, ","3/6/2026","3/7/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,786","0.00","3/6/2026 1:14 PM","Lina Osorio","Rapida","Molde","41217","0","0","0","0","0","0","3/7/2026 9:21 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 94X48","0188-05","Molde Rayado, ","3/6/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,787","100.00","3/6/2026 1:37 PM","Lina Osorio","Rapida","Molde","41218","0","0","0","0","0","0","3/6/2026 1:47 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-10","Desmanchado, ","3/6/2026","3/7/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/6/2026 2:19 PM","Lina Osorio","Rapida",,"41219","0","0","0","0","0","0","3/6/2026 2:36 PM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-06","Desmanchado, ","3/6/2026","3/7/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/6/2026 2:20 PM","Lina Osorio","Rapida",,"41220","0","0","0","0","0","0","3/6/2026 2:41 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-11",", Molde Rayado, Molde Tallado, ","3/6/2026","3/9/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/6/2026 4:47 PM","Lina Osorio","Rapida",,"41221","0","0","0","0","0","3","3/9/2026 2:18 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-13"," Molde Rayado, Molde Tallado, , ","3/6/2026","3/9/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/6/2026 6:16 PM","Lina Osorio","Rapida",,"41222","0","0","0","0","0","0","3/9/2026 11:24 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-16","Desmanchado, ","3/7/2026","3/8/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/7/2026 6:28 AM","Lina Osorio","Rapida",,"41223","0","0","0","0","0","0","3/7/2026 10:18 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-20","Molde Despicado, Molde Fisurado, Exceso de masa en el Contramolde, ","3/7/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/7/2026 8:47 AM","Lina Osorio","Rapida",,"41224","0","0","0","0","0","0","3/10/2026 7:54 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-04","Molde Despicado, Molde Tallado, ","3/7/2026","3/30/2026","3/9/2026","Entregado",,"Maria Alejandra Patiño Muñoz",,"19,786","38.00","3/7/2026 10:07 AM","Lina Osorio","Rapida","Molde","41225","0","0","0","0","0","0","3/9/2026 7:54 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-59","Molde Despicado, Molde Tallado, Brrillado molde, ","3/7/2026","3/9/2026","3/9/2026","Entregado",,"Maria Alejandra Patiño Muñoz",,"19,787","0.00","3/7/2026 10:12 AM","Lina Osorio","Rapida","Molde","41226","0","0","0","0","0","0","3/9/2026 11:23 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-22","Brrillado molde, Molde Despicado, ","3/7/2026","3/9/2026","3/9/2026","Entregado",,"Maria Alejandra Patiño Muñoz",,"19,788","20.00","3/7/2026 10:14 AM","Lina Osorio","Rapida","Molde","41227","0","0","0","0","0","0","3/9/2026 2:17 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-23","Molde mate con brillo, Molde Despicado, ","3/7/2026","3/9/2026","3/9/2026","Entregado",,"Maria Alejandra Patiño Muñoz",,"19,789","30.00","3/7/2026 10:16 AM","Lina Osorio","Rapida","Molde","41228","0","0","0","0","0","0","3/9/2026 7:55 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-16","Molde Despicado, ","3/7/2026","3/9/2026","3/9/2026","Entregado",,"Maria Alejandra Patiño Muñoz",,"19,790","0.00","3/7/2026 10:19 AM","Lina Osorio","Rapida","Molde","41229","0","0","0","0","0","0","3/9/2026 11:53 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-37","Molde Despicado, Molde Fisurado, ","3/7/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/7/2026 11:43 AM","Lina Osorio","Rapida",,"41230","0","0","0","0","0","0","3/10/2026 10:36 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-44","Desmanchado, ","3/7/2026","3/8/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/7/2026 11:43 AM","Lina Osorio","Rapida",,"41231","0","0","0","0","0","0","3/9/2026 7:48 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-13","Reparación / cambio de pines, Contramolde reventado, ","3/6/2026","3/13/2026","3/10/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,791","30.00","3/9/2026 6:37 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41232","0","0","0","0","0","0","3/10/2026 11:40 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-02","Molde Rayado, Molde Despicado, Molde pelado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,792","30.00","3/9/2026 7:30 AM","Lina Osorio","Rapida","Molde","41233","0","0","0","0","0","0","3/10/2026 1:17 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-16","Molde Despicado, Molde Rayado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,792","50.00","3/9/2026 7:30 AM","Lina Osorio","Rapida","Molde","41234","0","0","0","0","0","0","3/10/2026 11:31 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","213-08","Molde Despicado, Molde Rayado, Molde Tallado, ","3/9/2026","3/11/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,793","30.00","3/9/2026 7:37 AM","Lina Osorio","Rapida","Molde","41235","0","0","0","0","0","0","3/10/2026 10:40 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-54","Molde con Parches de Gelcoat, Molde Rayado, Molde Tallado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,794","20.00","3/9/2026 7:38 AM","Lina Osorio","Rapida","Molde","41236","0","0","0","0","0","0","3/10/2026 10:34 AM","Mantenimiento","Mantenimiento"
"MOLDE BAÑERA TAHITI 152X152","0167-01","Molde Rayado, Molde Tallado, Molde Despicado, , ","3/9/2026","3/13/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,795","50.00","3/9/2026 7:39 AM","Lina Osorio","Rapida","Molde","41237","0","0","0","0","0","0","3/11/2026 11:46 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON ECO 120X55 BRILLANTE","1162-12","Molde Rayado, Molde Despicado, ","3/9/2026","3/9/2026","3/9/2026","Entregado",,"Lina Osorio",,"19,796","30.00","3/9/2026 7:41 AM","Lina Osorio","Rapida","Molde","41238","0","0","0","0","0","0","3/9/2026 7:56 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-68","Molde Tallado, Molde Rayado, ","3/9/2026","3/10/2026","3/9/2026","Entregado",,"Lina Osorio",,"19,797","45.00","3/9/2026 7:47 AM","Lina Osorio","Rapida","Molde","41239","0","0","0","0","0","0","3/9/2026 2:23 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-33","Molde mate con brillo, , ","3/9/2026","3/9/2026","3/9/2026","Entregado",,"Lina Osorio",,"19,798","40.00","3/9/2026 8:04 AM","Lina Osorio","Rapida","Molde","41240","0","0","0","0","0","0","3/9/2026 2:24 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-08","Molde Fisurado, Molde Despicado, ","3/9/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","3.00","3/9/2026 8:36 AM","Lina Osorio","Rapida",,"41241","0","0","0","0","0","0","3/10/2026 3:30 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-23","Contramolde fisurado, , ","3/9/2026","3/16/2026","3/16/2026","Entregado","Contramolde deteriorado ","Sonia Helena  Puerta puerta",,"19,799","30.00","3/9/2026 9:39 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41242","0","0","0","0","0","0","3/16/2026 2:49 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","00900","Reparación / cambio de pines, Contramolde reventado, , ","3/9/2026","3/13/2026","3/17/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,800","50.00","3/9/2026 9:43 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41243","0","0","0","0","0","0","3/17/2026 3:29 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-19","Exceso de masa en el Contramolde, Molde Despicado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,801","40.00","3/9/2026 10:33 AM","Lina Osorio","Rapida","Molde","41244","0","0","0","0","0","0","3/10/2026 12:07 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","0107-19","Molde Despicado, Exceso de masa en el Contramolde, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,803","40.00","3/9/2026 10:54 AM","Lina Osorio","Rapida","Molde","41246","0","0","0","0","0","0","3/10/2026 2:35 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-09","Molde Rayado, Molde Fisurado, Molde Despicado, , ","3/9/2026","3/11/2026","3/12/2026","Entregado",,"Lina Osorio",,"19,804","32.00","3/9/2026 11:00 AM","Lina Osorio","Rapida","Molde","41247","0","0","0","0","0","0","3/12/2026 10:34 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-08","Molde Tallado, Contramolde reventado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,806","32.00","3/9/2026 11:03 AM","Lina Osorio","Rapida","Molde","41249","0","0","0","0","0","0","3/10/2026 11:32 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-73","Desmanchado, ","3/9/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","60.00","3/9/2026 11:50 AM","Lina Osorio","Rapida",,"41250","0","0","0","0","0","0","3/10/2026 7:46 AM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-09","Desmanchado, ","3/9/2026","3/10/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/9/2026 11:50 AM","Lina Osorio","Rapida",,"41251","0","0","0","0","0","0","3/9/2026 2:05 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-43","Molde Rayado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,807","40.00","3/9/2026 12:10 PM","Lina Osorio","Rapida","Molde","41252","0","0","0","0","0","0","3/10/2026 10:37 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-20","Molde Despicado, Cambio de contramolde, Contramolde fisurado, Contramolde reventado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,808","45.00","3/9/2026 12:52 PM","Lina Osorio","Rapida","Molde","41253","0","0","0","0","0","0","3/10/2026 10:35 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-37","Molde con poros, Molde Despicado, Contramolde fisurado, Conta molde con Acumulación de cera, Exceso de masa en el Contramolde, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,809","45.00","3/9/2026 12:52 PM","Lina Osorio","Rapida","Molde","41254","0","0","0","0","0","0","3/10/2026 2:36 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-15","Molde Despicado, Molde mate con brillo, Molde con poros, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,810","30.00","3/9/2026 1:19 PM","Lina Osorio","Rapida","Molde","41255","0","0","0","0","0","0","3/10/2026 3:13 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-10","Molde Despicado, Molde Tallado, Molde Rayado, ","3/9/2026","3/11/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,811","40.00","3/9/2026 1:20 PM","Lina Osorio","Rapida","Molde","41256","0","0","0","0","0","0","3/11/2026 10:34 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-13","Molde Despicado, Molde Rayado, Molde Tallado, ","3/9/2026","3/11/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,813","73.00","3/9/2026 1:22 PM","Lina Osorio","Rapida","Molde","41258","0","0","0","0","0","0","3/10/2026 2:34 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-06","Molde Despicado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,814","30.00","3/9/2026 1:24 PM","Lina Osorio","Rapida","Molde","41259","0","0","0","0","0","0","3/10/2026 3:51 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-14","Molde Despicado","3/9/2026","3/16/2026",,"En reparacion","Molde se cae al transporta a fabricación ","Sonia Helena  Puerta puerta",,"19,810","35.00","3/9/2026 1:54 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41260",,,,,,,"3/9/2026 1:54 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","00976","Modificación al contramolde, ","3/9/2026","3/17/2026","3/11/2026","Entregado","Se le organiza la pestaña para mejor pulido en la CNC ","Sonia Helena  Puerta puerta",,"19,815","35.00","3/9/2026 1:59 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41261","0","0","0","0","0","0","3/11/2026 9:43 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","978","Modificación al contramolde, ","3/9/2026","3/16/2026","3/11/2026","Entregado","Se lo organiza las pestañas para un mejor pulido de la CNC ","Sonia Helena  Puerta puerta",,"19,816","30.00","3/9/2026 2:05 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41262","0","0","0","0","0","0","3/11/2026 9:42 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS SIENA 63x48","0194-15","Molde Rayado, Molde Tallado, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,817","30.00","3/9/2026 2:58 PM","Lina Osorio","Rapida","Molde","41263","0","0","0","0","0","0","3/10/2026 3:12 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-49","Contramolde reventado, Exceso de masa en el Contramolde, Molde con poros, ","3/9/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,818","45.00","3/9/2026 2:59 PM","Lina Osorio","Rapida","Molde","41264","0","0","0","0","0","0","3/10/2026 12:05 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-12","Molde Despicado, Molde Rayado, Molde Fisurado, ","3/9/2026","3/11/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,819","35.00","3/9/2026 3:00 PM","Lina Osorio","Rapida","Molde","41265","0","0","9","8","0","0","3/11/2026 8:01 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-38","Desmanchado, ","3/9/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/9/2026 4:16 PM","Lina Osorio","Rapida",,"41266","0","0","0","0","0","0","3/10/2026 7:47 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-40","Desmanchado, ","3/9/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/9/2026 4:17 PM","Lina Osorio","Rapida",,"41267","0","0","0","0","0","0","3/10/2026 7:41 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-41","Desmanchado, ","3/9/2026","3/10/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/9/2026 5:50 PM","Lina Osorio","Rapida",,"41268","0","0","0","0","0","0","3/10/2026 7:40 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-46","Desmanchado, ","3/9/2026","3/11/2026","3/11/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/9/2026 7:56 PM","Lina Osorio","Rapida",,"41269","0","0","0","0","0","0","3/11/2026 6:51 AM","Administrador Global","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","0954","Desmanchado, ","3/9/2026","3/11/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/9/2026 8:03 PM","Lina Osorio","Rapida",,"41270","0","0","0","0","0","0","3/10/2026 12:20 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-07","Desmanchado, Molde Despicado, Molde Rayado, ","3/9/2026","3/11/2026","3/10/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/9/2026 8:03 PM","Lina Osorio","Rapida",,"41271","0","0","0","0","0","0","3/10/2026 3:31 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-45",", Molde con poros, Molde con Acumulación de cera, Conta molde con Acumulación de cera, ","3/10/2026","3/11/2026","3/11/2026","Entregado","Reportado desde app nueva",,,"1","60.00","3/10/2026 6:18 AM","Lina Osorio","Rapida",,"41272","0","0","0","0","0","0","3/11/2026 10:04 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-45","Molde Rayado, ","3/10/2026","3/11/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,820","44.50","3/10/2026 6:46 AM","Lina Osorio","Rapida","Molde","41273","0","0","0","0","0","0","3/11/2026 1:19 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-10","Molde Despicado, Molde Rayado, ","3/10/2026","3/11/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,821","30.00","3/10/2026 6:47 AM","Lina Osorio","Rapida","Molde","41274","0","0","0","0","0","0","3/11/2026 10:03 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-21","Molde con poros, Contramolde fisurado, Conta molde con Acumulación de cera, ","3/10/2026","3/11/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,822","40.00","3/10/2026 6:48 AM","Lina Osorio","Rapida","Molde","41275","0","0","0","0","0","0","3/11/2026 8:45 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAPLATOS KOA 63X51 1 BOWL","0197-10","Molde Rayado, Molde Despicado, Molde Tallado, ","3/10/2026","3/11/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,823","25.00","3/10/2026 6:50 AM","Lina Osorio","Rapida","Molde","41276","0","0","0","0","0","0","3/11/2026 10:02 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-54","Desm Molde con Acumulación de cera, Conta molde con Acumulación de cera, , ","3/10/2026","3/11/2026","3/11/2026","Entregado","Reportado desde app nueva",,,"1","60.00","3/10/2026 7:06 AM","Lina Osorio","Rapida",,"41278","0","0","0","0","0","0","3/11/2026 2:34 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-48","Desmanchado, ","3/10/2026","3/10/2026","3/11/2026","Entregado",,"Lina Osorio",,"19,825","55.00","3/10/2026 7:44 AM","Lina Osorio","Rapida","Molde","41285","0","0","0","0","0","0","3/11/2026 6:50 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-37"," Molde Despicado, Molde con Acumulación de cera, Contramolde reventado, ","3/10/2026","3/12/2026","3/12/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/10/2026 9:15 AM","Lina Osorio","Rapida",,"41286","0","0","0","0","0","0","3/12/2026 3:31 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-02","Desmanchado, ","3/10/2026","3/11/2026","3/11/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/10/2026 9:15 AM","Lina Osorio","Rapida",,"41287","0","0","0","0","0","38","3/11/2026 6:52 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-18",", Molde Despicado, Molde Rayado, Conta molde con Acumulación de cera, , ","3/10/2026","3/12/2026","3/12/2026","Entregado","Reportado desde app nueva",,,"1","38.00","3/10/2026 9:16 AM","Lina Osorio","Rapida",,"41288","0","0","0","0","0","0","3/12/2026 11:07 AM","Administrador Global","Mantenimiento"
"MOLDE MOBU 200","0028-05","Desmanchado, ","3/10/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,826","60.00","3/10/2026 10:41 AM","Lina Osorio","Rapida","Molde","41289","0","0","0","0","0","0","3/10/2026 10:45 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-14",", Molde Despicado, Molde Fisurado, Conta molde con Acumulación de cera, Contramolde reventado, ","3/10/2026","3/12/2026","3/12/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/10/2026 10:49 AM","Lina Osorio","Rapida",,"41290","0","0","0","0","0","0","3/12/2026 2:00 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-51","Molde con Acumulación de cera, Conta molde con Acumulación de cera, ","3/10/2026","3/11/2026","3/11/2026","Entregado","Reportado desde app nueva",,,"1","307.00","3/10/2026 10:50 AM","Lina Osorio","Rapida",,"41291","0","0","0","0","0","30","3/11/2026 8:44 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-43",", Molde Fisurado, Molde con Acumulación de cera, Conta molde con Acumulación de cera, ","3/10/2026","3/11/2026","3/12/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/10/2026 10:51 AM","Lina Osorio","Rapida",,"41292","0","0","0","0","0","0","3/12/2026 8:36 AM","Administrador Global","Mantenimiento"
